test,custom_map_002,450,2025-11-22T17:29:08.9815337
1234,custom_map_001,1380,2025-11-22T17:40:58.8856501
1234,default_map,430,2025-11-22T17:52:08.2905637
6135,custom_map_002,410,2025-11-22T17:53:24.7052485
1234,custom_map_001,1010,2025-11-24T10:16:48.8406727
1234,default_map,1650,2025-11-24T10:23:26.045029
1234,custom_map_004,0,2025-11-24T13:39:15.5850945
12345,custom_map_001,1380,2025-11-24T14:09:15.4444158
1234,custom_map_001,1100,2025-11-24T14:16:35.8647521
